date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:48:02	59176/59176	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2006:26:27%20GMT	https://kodesolution.com/html/2022/edulerns-html/index-2.html	C:/My%20Web%20Sites/edu/kodesolution.com/html/2022/edulerns-html/index-2.html	(from https://kodesolution.com/html/2022/edulerns-html/index.html)
23:48:02	63021/63021	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2004:55:30%20GMT	https://kodesolution.com/html/2022/edulerns-html/index-1-single.html	C:/My%20Web%20Sites/edu/kodesolution.com/html/2022/edulerns-html/index-1-single.html	(from https://kodesolution.com/html/2022/edulerns-html/index.html)
23:48:02	60532/60532	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2004:55:30%20GMT	https://kodesolution.com/html/2022/edulerns-html/index-2-single.html	C:/My%20Web%20Sites/edu/kodesolution.com/html/2022/edulerns-html/index-2-single.html	(from https://kodesolution.com/html/2022/edulerns-html/index.html)
23:48:03	61754/61754	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2006:26:27%20GMT	https://kodesolution.com/html/2022/edulerns-html/index-1-dark.html	C:/My%20Web%20Sites/edu/kodesolution.com/html/2022/edulerns-html/index-1-dark.html	(from https://kodesolution.com/html/2022/edulerns-html/index.html)
23:48:03	59391/59391	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2006:26:27%20GMT	https://kodesolution.com/html/2022/edulerns-html/index-2-dark.html	C:/My%20Web%20Sites/edu/kodesolution.com/html/2022/edulerns-html/index-2-dark.html	(from https://kodesolution.com/html/2022/edulerns-html/index.html)
23:48:03	61108/61108	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2006:26:27%20GMT	https://kodesolution.com/html/2022/edulerns-html/index-1-boxed.html	C:/My%20Web%20Sites/edu/kodesolution.com/html/2022/edulerns-html/index-1-boxed.html	(from https://kodesolution.com/html/2022/edulerns-html/index.html)
23:48:03	59241/59241	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2006:26:27%20GMT	https://kodesolution.com/html/2022/edulerns-html/index-2-boxed.html	C:/My%20Web%20Sites/edu/kodesolution.com/html/2022/edulerns-html/index-2-boxed.html	(from https://kodesolution.com/html/2022/edulerns-html/index.html)
23:48:04	65908/65908	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2006:26:27%20GMT	https://kodesolution.com/html/2022/edulerns-html/index-1-rtl.html	C:/My%20Web%20Sites/edu/kodesolution.com/html/2022/edulerns-html/index-1-rtl.html	(from https://kodesolution.com/html/2022/edulerns-html/index.html)
23:48:04	28207/28207	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2006:26:27%20GMT	https://kodesolution.com/html/2022/edulerns-html/page-about.html	C:/My%20Web%20Sites/edu/kodesolution.com/html/2022/edulerns-html/page-about.html	(from https://kodesolution.com/html/2022/edulerns-html/index.html)
23:48:04	15291/15291	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2006:26:27%20GMT	https://kodesolution.com/html/2022/edulerns-html/page-team.html	C:/My%20Web%20Sites/edu/kodesolution.com/html/2022/edulerns-html/page-team.html	(from https://kodesolution.com/html/2022/edulerns-html/index.html)
23:48:04	18001/18001	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2006:26:27%20GMT	https://kodesolution.com/html/2022/edulerns-html/page-team-details.html	C:/My%20Web%20Sites/edu/kodesolution.com/html/2022/edulerns-html/page-team-details.html	(from https://kodesolution.com/html/2022/edulerns-html/index.html)
23:48:05	13745/13745	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2006:26:27%20GMT	https://kodesolution.com/html/2022/edulerns-html/page-testimonial.html	C:/My%20Web%20Sites/edu/kodesolution.com/html/2022/edulerns-html/page-testimonial.html	(from https://kodesolution.com/html/2022/edulerns-html/index.html)
23:48:05	14204/14204	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2006:26:27%20GMT	https://kodesolution.com/html/2022/edulerns-html/page-pricing.html	C:/My%20Web%20Sites/edu/kodesolution.com/html/2022/edulerns-html/page-pricing.html	(from https://kodesolution.com/html/2022/edulerns-html/index.html)
23:48:05	14313/14313	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2006:26:27%20GMT	https://kodesolution.com/html/2022/edulerns-html/page-faq.html	C:/My%20Web%20Sites/edu/kodesolution.com/html/2022/edulerns-html/page-faq.html	(from https://kodesolution.com/html/2022/edulerns-html/index.html)
23:48:06	3043/3043	---M-Z	200	added ('OK')	text/html	date:Wed,%2030%20Nov%202022%2011:56:50%20GMT	https://kodesolution.com/html/2022/edulerns-html/page-404.html	C:/My%20Web%20Sites/edu/kodesolution.com/html/2022/edulerns-html/page-404.html	(from https://kodesolution.com/html/2022/edulerns-html/index.html)
23:48:06	18683/18683	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2006:26:27%20GMT	https://kodesolution.com/html/2022/edulerns-html/page-courses.html	C:/My%20Web%20Sites/edu/kodesolution.com/html/2022/edulerns-html/page-courses.html	(from https://kodesolution.com/html/2022/edulerns-html/index.html)
23:48:06	19755/19755	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2006:26:27%20GMT	https://kodesolution.com/html/2022/edulerns-html/page-course-details.html	C:/My%20Web%20Sites/edu/kodesolution.com/html/2022/edulerns-html/page-course-details.html	(from https://kodesolution.com/html/2022/edulerns-html/index.html)
23:48:06	19753/19753	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2006:26:27%20GMT	https://kodesolution.com/html/2022/edulerns-html/shop-products.html	C:/My%20Web%20Sites/edu/kodesolution.com/html/2022/edulerns-html/shop-products.html	(from https://kodesolution.com/html/2022/edulerns-html/index.html)
23:48:07	22854/22854	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2006:26:27%20GMT	https://kodesolution.com/html/2022/edulerns-html/shop-products-sidebar.html	C:/My%20Web%20Sites/edu/kodesolution.com/html/2022/edulerns-html/shop-products-sidebar.html	(from https://kodesolution.com/html/2022/edulerns-html/index.html)
23:48:07	27850/27850	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2006:26:27%20GMT	https://kodesolution.com/html/2022/edulerns-html/shop-product-details.html	C:/My%20Web%20Sites/edu/kodesolution.com/html/2022/edulerns-html/shop-product-details.html	(from https://kodesolution.com/html/2022/edulerns-html/index.html)
23:48:07	19103/19103	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2006:26:27%20GMT	https://kodesolution.com/html/2022/edulerns-html/shop-cart.html	C:/My%20Web%20Sites/edu/kodesolution.com/html/2022/edulerns-html/shop-cart.html	(from https://kodesolution.com/html/2022/edulerns-html/index.html)
23:48:08	22899/22899	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2006:26:27%20GMT	https://kodesolution.com/html/2022/edulerns-html/shop-checkout.html	C:/My%20Web%20Sites/edu/kodesolution.com/html/2022/edulerns-html/shop-checkout.html	(from https://kodesolution.com/html/2022/edulerns-html/index.html)
23:48:08	14492/14492	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2006:26:27%20GMT	https://kodesolution.com/html/2022/edulerns-html/news-grid.html	C:/My%20Web%20Sites/edu/kodesolution.com/html/2022/edulerns-html/news-grid.html	(from https://kodesolution.com/html/2022/edulerns-html/index.html)
23:48:08	22563/22563	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2006:26:27%20GMT	https://kodesolution.com/html/2022/edulerns-html/news-details.html	C:/My%20Web%20Sites/edu/kodesolution.com/html/2022/edulerns-html/news-details.html	(from https://kodesolution.com/html/2022/edulerns-html/index.html)
23:48:08	16569/16569	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2006:26:27%20GMT	https://kodesolution.com/html/2022/edulerns-html/page-contact.html	C:/My%20Web%20Sites/edu/kodesolution.com/html/2022/edulerns-html/page-contact.html	(from https://kodesolution.com/html/2022/edulerns-html/index.html)
23:48:09	3905/3905	---M--	200	added ('OK')	image/png	date:Sun,%2027%20Nov%202022%2011:59:36%20GMT	https://kodesolution.com/html/2022/edulerns-html/images/logo-2.png	C:/My%20Web%20Sites/edu/kodesolution.com/html/2022/edulerns-html/images/logo-2.png	(from https://kodesolution.com/html/2022/edulerns-html/index.html)
23:48:09	3013/3013	---M--	200	added ('OK')	image/png	date:Sun,%2027%20Nov%202022%2011:59:36%20GMT	https://kodesolution.com/html/2022/edulerns-html/images/main-slider/icon/icon-book.png	C:/My%20Web%20Sites/edu/kodesolution.com/html/2022/edulerns-html/images/main-slider/icon/icon-book.png	(from https://kodesolution.com/html/2022/edulerns-html/index.html)
23:48:09	61505/61505	---M--	200	added ('OK')	image/jpeg	date:Sun,%2027%20Nov%202022%2011:59:36%20GMT	https://kodesolution.com/html/2022/edulerns-html/images/main-slider/1.jpg	C:/My%20Web%20Sites/edu/kodesolution.com/html/2022/edulerns-html/images/main-slider/1.jpg	(from https://kodesolution.com/html/2022/edulerns-html/index.html)
23:48:10	3226/3226	---M--	200	added ('OK')	image/png	date:Sun,%2027%20Nov%202022%2011:59:36%20GMT	https://kodesolution.com/html/2022/edulerns-html/images/main-slider/icon/icon-globe.png	C:/My%20Web%20Sites/edu/kodesolution.com/html/2022/edulerns-html/images/main-slider/icon/icon-globe.png	(from https://kodesolution.com/html/2022/edulerns-html/index.html)
23:48:10	2696/2696	---M--	200	added ('OK')	image/png	date:Sun,%2027%20Nov%202022%2011:59:36%20GMT	https://kodesolution.com/html/2022/edulerns-html/images/main-slider/icon/icon-dots.png	C:/My%20Web%20Sites/edu/kodesolution.com/html/2022/edulerns-html/images/main-slider/icon/icon-dots.png	(from https://kodesolution.com/html/2022/edulerns-html/index.html)
23:48:10	1525/1525	---M--	200	added ('OK')	image/png	date:Sun,%2027%20Nov%202022%2011:59:36%20GMT	https://kodesolution.com/html/2022/edulerns-html/images/main-slider/icon/icon-star.png	C:/My%20Web%20Sites/edu/kodesolution.com/html/2022/edulerns-html/images/main-slider/icon/icon-star.png	(from https://kodesolution.com/html/2022/edulerns-html/index.html)
23:48:10	3974/3974	---M--	200	added ('OK')	image/png	date:Sun,%2027%20Nov%202022%2011:59:36%20GMT	https://kodesolution.com/html/2022/edulerns-html/images/main-slider/icon/icon-arrow.png	C:/My%20Web%20Sites/edu/kodesolution.com/html/2022/edulerns-html/images/main-slider/icon/icon-arrow.png	(from https://kodesolution.com/html/2022/edulerns-html/index.html)
23:48:11	5141/5141	---M--	200	added ('OK')	image/png	date:Sun,%2027%20Nov%202022%2011:59:36%20GMT	https://kodesolution.com/html/2022/edulerns-html/images/main-slider/icon/icon-dots-2.png	C:/My%20Web%20Sites/edu/kodesolution.com/html/2022/edulerns-html/images/main-slider/icon/icon-dots-2.png	(from https://kodesolution.com/html/2022/edulerns-html/index.html)
23:48:11	6024/6024	---M--	200	added ('OK')	image/png	date:Sun,%2027%20Nov%202022%2011:59:36%20GMT	https://kodesolution.com/html/2022/edulerns-html/images/main-slider/icon/icon-circle-2.png	C:/My%20Web%20Sites/edu/kodesolution.com/html/2022/edulerns-html/images/main-slider/icon/icon-circle-2.png	(from https://kodesolution.com/html/2022/edulerns-html/index.html)
23:48:12	5259/5259	---M--	200	added ('OK')	image/png	date:Sun,%2027%20Nov%202022%2011:59:36%20GMT	https://kodesolution.com/html/2022/edulerns-html/images/main-slider/icon/icon-circle-3.png	C:/My%20Web%20Sites/edu/kodesolution.com/html/2022/edulerns-html/images/main-slider/icon/icon-circle-3.png	(from https://kodesolution.com/html/2022/edulerns-html/index.html)
23:48:12	126420/126420	---M--	200	added ('OK')	image/png	date:Sun,%2027%20Nov%202022%2011:59:36%20GMT	https://kodesolution.com/html/2022/edulerns-html/images/main-slider/icon/icon-circle-1.png	C:/My%20Web%20Sites/edu/kodesolution.com/html/2022/edulerns-html/images/main-slider/icon/icon-circle-1.png	(from https://kodesolution.com/html/2022/edulerns-html/index.html)
23:48:13	12237/12237	---M--	200	added ('OK')	image/png	date:Sun,%2027%20Nov%202022%2011:59:36%20GMT	https://kodesolution.com/html/2022/edulerns-html/images/main-slider/icon/icon-bulb.png	C:/My%20Web%20Sites/edu/kodesolution.com/html/2022/edulerns-html/images/main-slider/icon/icon-bulb.png	(from https://kodesolution.com/html/2022/edulerns-html/index.html)
23:48:14	25750/25750	---M--	200	added ('OK')	image/jpeg	date:Sun,%2027%20Nov%202022%2011:59:36%20GMT	https://kodesolution.com/html/2022/edulerns-html/images/resource/about-2.jpg	C:/My%20Web%20Sites/edu/kodesolution.com/html/2022/edulerns-html/images/resource/about-2.jpg	(from https://kodesolution.com/html/2022/edulerns-html/index.html)
23:48:14	372290/372290	---M--	200	added ('OK')	image/png	date:Sun,%2027%20Nov%202022%2011:59:36%20GMT	https://kodesolution.com/html/2022/edulerns-html/images/resource/about-1.png	C:/My%20Web%20Sites/edu/kodesolution.com/html/2022/edulerns-html/images/resource/about-1.png	(from https://kodesolution.com/html/2022/edulerns-html/index.html)
23:48:15	19823/19823	---M--	200	added ('OK')	image/jpeg	date:Sun,%2027%20Nov%202022%2011:59:36%20GMT	https://kodesolution.com/html/2022/edulerns-html/images/resource/course-2.jpg	C:/My%20Web%20Sites/edu/kodesolution.com/html/2022/edulerns-html/images/resource/course-2.jpg	(from https://kodesolution.com/html/2022/edulerns-html/index.html)
23:48:15	21019/21019	---M--	200	added ('OK')	image/jpeg	date:Sun,%2027%20Nov%202022%2011:59:36%20GMT	https://kodesolution.com/html/2022/edulerns-html/images/resource/course-1.jpg	C:/My%20Web%20Sites/edu/kodesolution.com/html/2022/edulerns-html/images/resource/course-1.jpg	(from https://kodesolution.com/html/2022/edulerns-html/index.html)
23:48:15	23472/23472	---M--	200	added ('OK')	image/jpeg	date:Sun,%2027%20Nov%202022%2011:59:36%20GMT	https://kodesolution.com/html/2022/edulerns-html/images/resource/course-3.jpg	C:/My%20Web%20Sites/edu/kodesolution.com/html/2022/edulerns-html/images/resource/course-3.jpg	(from https://kodesolution.com/html/2022/edulerns-html/index.html)
23:48:15	20728/20728	---M--	200	added ('OK')	image/jpeg	date:Sun,%2027%20Nov%202022%2011:59:36%20GMT	https://kodesolution.com/html/2022/edulerns-html/images/resource/course-4.jpg	C:/My%20Web%20Sites/edu/kodesolution.com/html/2022/edulerns-html/images/resource/course-4.jpg	(from https://kodesolution.com/html/2022/edulerns-html/index.html)
23:48:15	569468/569468	---M--	200	added ('OK')	image/png	date:Sun,%2027%20Nov%202022%2011:59:36%20GMT	https://kodesolution.com/html/2022/edulerns-html/images/main-slider/image-1.png	C:/My%20Web%20Sites/edu/kodesolution.com/html/2022/edulerns-html/images/main-slider/image-1.png	(from https://kodesolution.com/html/2022/edulerns-html/index.html)
23:48:16	39892/39892	---M--	200	added ('OK')	image/jpeg	date:Sun,%2027%20Nov%202022%2011:59:36%20GMT	https://kodesolution.com/html/2022/edulerns-html/images/background/3.jpg	C:/My%20Web%20Sites/edu/kodesolution.com/html/2022/edulerns-html/images/background/3.jpg	(from https://kodesolution.com/html/2022/edulerns-html/index.html)
23:48:16	11828/11828	---M--	200	added ('OK')	image/jpeg	date:Sun,%2027%20Nov%202022%2011:59:36%20GMT	https://kodesolution.com/html/2022/edulerns-html/images/resource/team-1.jpg	C:/My%20Web%20Sites/edu/kodesolution.com/html/2022/edulerns-html/images/resource/team-1.jpg	(from https://kodesolution.com/html/2022/edulerns-html/index.html)
23:48:16	14606/14606	---M--	200	added ('OK')	image/jpeg	date:Sun,%2027%20Nov%202022%2011:59:36%20GMT	https://kodesolution.com/html/2022/edulerns-html/images/resource/team-2.jpg	C:/My%20Web%20Sites/edu/kodesolution.com/html/2022/edulerns-html/images/resource/team-2.jpg	(from https://kodesolution.com/html/2022/edulerns-html/index.html)
23:48:16	12555/12555	---M--	200	added ('OK')	image/jpeg	date:Sun,%2027%20Nov%202022%2011:59:36%20GMT	https://kodesolution.com/html/2022/edulerns-html/images/resource/team-3.jpg	C:/My%20Web%20Sites/edu/kodesolution.com/html/2022/edulerns-html/images/resource/team-3.jpg	(from https://kodesolution.com/html/2022/edulerns-html/index.html)
23:48:16	10346/10346	---M--	200	added ('OK')	image/jpeg	date:Sun,%2027%20Nov%202022%2011:59:36%20GMT	https://kodesolution.com/html/2022/edulerns-html/images/resource/team-4.jpg	C:/My%20Web%20Sites/edu/kodesolution.com/html/2022/edulerns-html/images/resource/team-4.jpg	(from https://kodesolution.com/html/2022/edulerns-html/index.html)
23:48:17	31323/31323	---M--	200	added ('OK')	image/jpeg	date:Sun,%2027%20Nov%202022%2011:59:36%20GMT	https://kodesolution.com/html/2022/edulerns-html/images/background/1.jpg	C:/My%20Web%20Sites/edu/kodesolution.com/html/2022/edulerns-html/images/background/1.jpg	(from https://kodesolution.com/html/2022/edulerns-html/index.html)
23:48:17	6242/6242	---M--	200	added ('OK')	image/jpeg	date:Sun,%2027%20Nov%202022%2011:59:36%20GMT	https://kodesolution.com/html/2022/edulerns-html/images/resource/testi-thumb-1.jpg	C:/My%20Web%20Sites/edu/kodesolution.com/html/2022/edulerns-html/images/resource/testi-thumb-1.jpg	(from https://kodesolution.com/html/2022/edulerns-html/index.html)
23:48:18	7095/7095	---M--	200	added ('OK')	image/jpeg	date:Sun,%2027%20Nov%202022%2011:59:36%20GMT	https://kodesolution.com/html/2022/edulerns-html/images/resource/testi-thumb-2.jpg	C:/My%20Web%20Sites/edu/kodesolution.com/html/2022/edulerns-html/images/resource/testi-thumb-2.jpg	(from https://kodesolution.com/html/2022/edulerns-html/index.html)
23:48:18	4426/4426	---M--	200	added ('OK')	image/jpeg	date:Sun,%2027%20Nov%202022%2011:59:36%20GMT	https://kodesolution.com/html/2022/edulerns-html/images/resource/avatar-1.jpg	C:/My%20Web%20Sites/edu/kodesolution.com/html/2022/edulerns-html/images/resource/avatar-1.jpg	(from https://kodesolution.com/html/2022/edulerns-html/index.html)
23:48:18	3562/3562	---M--	200	added ('OK')	image/jpeg	date:Sun,%2027%20Nov%202022%2011:59:36%20GMT	https://kodesolution.com/html/2022/edulerns-html/images/resource/avatar-2.jpg	C:/My%20Web%20Sites/edu/kodesolution.com/html/2022/edulerns-html/images/resource/avatar-2.jpg	(from https://kodesolution.com/html/2022/edulerns-html/index.html)
23:48:18	752645/752645	---M--	200	added ('OK')	image/png	date:Sun,%2027%20Nov%202022%2011:59:36%20GMT	https://kodesolution.com/html/2022/edulerns-html/images/resource/cta.png	C:/My%20Web%20Sites/edu/kodesolution.com/html/2022/edulerns-html/images/resource/cta.png	(from https://kodesolution.com/html/2022/edulerns-html/index.html)
23:48:19	74780/74780	---M--	200	added ('OK')	image/jpeg	date:Sun,%2027%20Nov%202022%2011:59:36%20GMT	https://kodesolution.com/html/2022/edulerns-html/images/resource/about-3.jpg	C:/My%20Web%20Sites/edu/kodesolution.com/html/2022/edulerns-html/images/resource/about-3.jpg	(from https://kodesolution.com/html/2022/edulerns-html/index.html)
23:48:19	51848/51848	---M--	200	added ('OK')	image/jpeg	date:Sun,%2027%20Nov%202022%2011:59:36%20GMT	https://kodesolution.com/html/2022/edulerns-html/images/background/2.jpg	C:/My%20Web%20Sites/edu/kodesolution.com/html/2022/edulerns-html/images/background/2.jpg	(from https://kodesolution.com/html/2022/edulerns-html/index.html)
23:48:19	30453/30453	---M--	200	added ('OK')	image/jpeg	date:Sun,%2027%20Nov%202022%2011:59:36%20GMT	https://kodesolution.com/html/2022/edulerns-html/images/resource/news-1.jpg	C:/My%20Web%20Sites/edu/kodesolution.com/html/2022/edulerns-html/images/resource/news-1.jpg	(from https://kodesolution.com/html/2022/edulerns-html/index.html)
23:48:20	30796/30796	---M--	200	added ('OK')	image/jpeg	date:Sun,%2027%20Nov%202022%2011:59:36%20GMT	https://kodesolution.com/html/2022/edulerns-html/images/resource/news-2.jpg	C:/My%20Web%20Sites/edu/kodesolution.com/html/2022/edulerns-html/images/resource/news-2.jpg	(from https://kodesolution.com/html/2022/edulerns-html/index.html)
23:48:20	28297/28297	---M--	200	added ('OK')	image/jpeg	date:Sun,%2027%20Nov%202022%2011:59:36%20GMT	https://kodesolution.com/html/2022/edulerns-html/images/resource/news-3.jpg	C:/My%20Web%20Sites/edu/kodesolution.com/html/2022/edulerns-html/images/resource/news-3.jpg	(from https://kodesolution.com/html/2022/edulerns-html/index.html)
23:48:20	3294/3294	---M--	200	added ('OK')	image/png	date:Sun,%2027%20Nov%202022%2011:59:36%20GMT	https://kodesolution.com/html/2022/edulerns-html/images/resource/client.png	C:/My%20Web%20Sites/edu/kodesolution.com/html/2022/edulerns-html/images/resource/client.png	(from https://kodesolution.com/html/2022/edulerns-html/index.html)
23:48:20	19666/19666	---M--	200	added ('OK')	image/jpeg	date:Sun,%2027%20Nov%202022%2011:59:36%20GMT	https://kodesolution.com/html/2022/edulerns-html/images/background/4.jpg	C:/My%20Web%20Sites/edu/kodesolution.com/html/2022/edulerns-html/images/background/4.jpg	(from https://kodesolution.com/html/2022/edulerns-html/index.html)
23:48:21	89663/89663	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2027%20Nov%202022%2011:59:36%20GMT	https://kodesolution.com/html/2022/edulerns-html/js/jquery.js	C:/My%20Web%20Sites/edu/kodesolution.com/html/2022/edulerns-html/js/jquery.js	(from https://kodesolution.com/html/2022/edulerns-html/index.html)
23:48:21	18593/18593	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2027%20Nov%202022%2011:59:36%20GMT	https://kodesolution.com/html/2022/edulerns-html/js/popper.min.js	C:/My%20Web%20Sites/edu/kodesolution.com/html/2022/edulerns-html/js/popper.min.js	(from https://kodesolution.com/html/2022/edulerns-html/index.html)
23:48:21	64989/64989	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2027%20Nov%202022%2011:59:36%20GMT	https://kodesolution.com/html/2022/edulerns-html/plugins/revolution/js/jquery.themepunch.revolution.min.js	C:/My%20Web%20Sites/edu/kodesolution.com/html/2022/edulerns-html/plugins/revolution/js/jquery.themepunch.revolution.min.js	(from https://kodesolution.com/html/2022/edulerns-html/index.html)
23:48:22	110419/110419	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2027%20Nov%202022%2011:59:36%20GMT	https://kodesolution.com/html/2022/edulerns-html/plugins/revolution/js/jquery.themepunch.tools.min.js	C:/My%20Web%20Sites/edu/kodesolution.com/html/2022/edulerns-html/plugins/revolution/js/jquery.themepunch.tools.min.js	(from https://kodesolution.com/html/2022/edulerns-html/index.html)
23:48:22	8324/8324	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2027%20Nov%202022%2011:59:36%20GMT	https://kodesolution.com/html/2022/edulerns-html/plugins/revolution/js/extensions/revolution.extension.actions.min.js	C:/My%20Web%20Sites/edu/kodesolution.com/html/2022/edulerns-html/plugins/revolution/js/extensions/revolution.extension.actions.min.js	(from https://kodesolution.com/html/2022/edulerns-html/index.html)
23:48:22	7601/7601	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2027%20Nov%202022%2011:59:36%20GMT	https://kodesolution.com/html/2022/edulerns-html/plugins/revolution/js/extensions/revolution.extension.carousel.min.js	C:/My%20Web%20Sites/edu/kodesolution.com/html/2022/edulerns-html/plugins/revolution/js/extensions/revolution.extension.carousel.min.js	(from https://kodesolution.com/html/2022/edulerns-html/index.html)
23:48:22	3750/3750	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2027%20Nov%202022%2011:59:36%20GMT	https://kodesolution.com/html/2022/edulerns-html/plugins/revolution/js/extensions/revolution.extension.kenburn.min.js	C:/My%20Web%20Sites/edu/kodesolution.com/html/2022/edulerns-html/plugins/revolution/js/extensions/revolution.extension.kenburn.min.js	(from https://kodesolution.com/html/2022/edulerns-html/index.html)
23:48:23	26099/26099	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2027%20Nov%202022%2011:59:36%20GMT	https://kodesolution.com/html/2022/edulerns-html/plugins/revolution/js/extensions/revolution.extension.migration.min.js	C:/My%20Web%20Sites/edu/kodesolution.com/html/2022/edulerns-html/plugins/revolution/js/extensions/revolution.extension.migration.min.js	(from https://kodesolution.com/html/2022/edulerns-html/index.html)
